0.227	659.425	-22.219
1.227	659.442	-22.215
2.227	659.459	-22.219
3.227	659.483	-22.212
4.227	659.524	-22.218
5.227	659.529	-22.215
6.227	660.929	-22.220
7.227	688.703	-22.476
8.227	712.336	-23.416
9.227	765.040	-24.680
10.227	813.379	-27.052
11.227	783.154	-27.256
12.227	783.063	-27.271
13.227	863.291	-27.413
14.227	937.728	-32.560
15.227	937.593	-32.700
16.227	937.460	-32.780
17.227	937.356	-32.820
18.227	937.329	-32.860
19.227	937.310	-32.880
20.227	937.276	-32.900
21.227	937.232	-32.920
22.227	937.148	-32.940
23.227	937.645	-32.940
24.227	990.151	-33.530
25.227	1072.813	-36.290
26.227	1120.932	-38.630
27.227	1124.503	-40.010
28.227	1124.358	-40.140
29.227	1124.197	-40.190
30.227	1162.159	-40.430
31.227	1226.154	-42.410
32.227	1195.064	-44.110
33.227	1195.461	-43.660
34.227	1221.111	-43.650
35.227	1324.010	-45.660
36.227	1325.502	-48.020
37.227	1325.213	-48.140
38.227	1324.955	-48.210
39.227	1324.727	-48.230
40.227	1324.511	-48.260
41.227	1324.242	-48.280
42.227	1324.039	-48.290
43.227	1323.781	-48.310
44.227	1323.603	-48.330
45.227	1323.439	-48.340
46.227	1323.350	-48.340
47.227	1322.959	-48.350
48.227	1322.769	-48.350
49.227	1322.599	-48.340
50.227	1322.418	-48.360
51.227	1322.190	-48.360
52.227	1321.976	-48.360
53.227	1321.812	-48.360
54.227	1321.610	-48.380
55.227	1321.417	-48.380
56.227	1321.217	-48.350
57.227	1321.044	-48.360
58.227	1320.843	-48.360
59.227	1320.658	-48.370
60.227	1320.486	-48.370
61.227	1320.316	-48.370
62.227	1320.119	-48.360
63.227	1319.918	-48.370
64.227	1319.719	-48.380
65.227	1294.045	-48.370
66.227	31.030	-28.880
67.227	9.598	-4.801
68.227	9.594	-4.218
69.227	9.589	-4.145
70.227	9.588	-4.097
71.227	9.588	-4.061
72.227	-0.008	-4.051
73.227	-0.006	-4.026
74.227	-0.005	-4.010
75.227	-0.006	-3.994
76.227	-0.007	-3.971
77.227	-0.006	-3.984
78.227	-0.005	-3.967
79.227	-0.007	-3.955
80.227	-0.008	-3.950
81.227	-0.009	-3.938
82.227	-0.006	-3.941
83.227	-0.003	-3.935
84.227	-0.006	-3.929
85.227	-0.009	-3.926
86.227	-0.009	-3.911
87.227	-0.008	-3.908
88.227	-0.006	-3.903
89.227	-0.003	-3.904
90.227	-0.005	-3.900
91.227	-0.008	-3.893
92.227	-0.004	-3.898
93.227	-0.003	-3.892
94.227	-0.005	-3.887
95.227	-0.004	-3.883
